index,text,happinness,sadness,Soledad,Ilusión,Ensoñación,Grandiosidad ,Orgullo,Irritabilidad,Ansiedad,Ira,Inestabilidad,Idealización,Depresión ,Desilusión,Aversión ,Inseguridad,Impotencia,Vulnerabilidad,Temor,Obsesión,Compulsión,Prejuicio,Dramatización,valence,arousal,anger,fear,disgust,concreteness,imageability,context availability
115,"Contemplando callaba embelesado,
feliz visitador, a dos doncellas,
tan puras y graciosas como bellas,
y bellas ambas en el mismo grado:

mas, apenas llegaste, y el estrado
alto asiento te diera en medio de ellas,
como ante el sol se apagan las estrellas,
así se oscurecieron a tu lado,

que, como el mismo sol humanas teas,
así tú, Elena, a las demás mujeres
cubres con tu luz fúlgida y afeas.

Cesan contigo varios pareceres,
y aunque la sola en ignorarlo seas,
tú la beldad de las beldades eres!

",1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0
116,"Un día, España, en tu anchuroso imperio,
moviendo el sol el refulgente paso,
jamás hallaba tenebroso ocaso
al ir de un hemisferio a otro hemisferio;

cual ya al romano, así al valor iberio,
el ámbito del orbe vino escaso:
mas a tu antigua majestad, acaso
iguala tu presente vituperio.

De tal altura a sima tan profunda
te hizo caer del hado la inconstancia,
que Roma el mundo te llamó segunda:

Dad escarmientos a Inglaterra y Francia,
y teman que en abismo igual las hunda
su proterva ambición y su arrogancia.

",1,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,3,2.0,2.0,1.0,2.0,1.0,1.0,1.0
117,"¡Con cuál fiel semejanza, dulce España,
tú sobretodo, bella Andalucía
me representas a la patria mía,
cuyo recuerdo siempre me acompaña!

Tanto tu idioma al peregrino engaña,
de tus hijas la gracia y gallardía
y de tu puro cielo la alegría,
que tal vez no se juzga en tierra extraña.

Mas presto el llanto a su pupila asoma,
y se aflige de nuevo el pecho amante,
cuando, advirtiendo en breve su error vano,

ve que, aunque en claro cielo, dulce idioma
y bellas hijas ¡ay! tan semejante,
no es este suelo al fin el peruano.

",1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0
118,"¿Qué has hecho, ingrata Flérida, qué has hecho?
¡Así a tu amante dejas, y a un anciano
por un vil interés vendes tu mano
a que sólo el amor tiene derecho!

¡Ay! ¡qué vida te aguarda! en mesa, en lecho,
doquier al lado de ese espectro humano,
tu dulce amante extrañarás en vano,
que no se vende con la mano el pecho.

No marmóreo palacio, áurea carraza,
claros diamantes, ni real boato
la pena aliviarán que te destroza:

mas que tal vida y el continuo trato
de tu odiado consorte, en pobre choza
con tu amante vivir te fuera grato.

",1,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,2,2.0,3.0,1.0,2.0,1.0,1.0,1.0
119,"¿A quién acudiré, cuando estoy triste,
en busca de remedio y de consuelo,
si no a ti, que comprendes nuestro duelo,
del que experiencia tan cruel hiciste,

cuando la mortal carne que nos viste,
te vio vestir el asombrado cielo,
y las miserias del mezquino suelo
todas por larga prueba conociste?

Me espanta de tu Padre soberano
la majestad tremenda; más contigo,
que te muestras tan dulce y tan humano,

me es dado hablar cual con estrecho amigo,
o cual pudiera hermano con hermano,
y mis dolores íntimos te digo.

",1,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,0.0,1.0,3,1.0,2.0,1.0,1.0,2.0,2.0,2.0
120,"Padre segundo de mi madre y mío,
que la cumbre ocupaste del Estado,
luego a lo eterno y santo consagrado,
viviste de la tierra en el desvío:

tu fin, temprano al mundo, a ti tardío,
lamenta el pobre a quien contigo el hado
quitó amparo y sustento y padre amado,
¡Oh en la virtud, como en el nombre, Pío!

Tu familia a quien fuiste muro fuerte,
y que eterna anhelara tu existencia,
su gozo en llanto perennal convierte;

y a mayor duelo el hada me sentencia,
pues dos años y dos tu acerba muerte
para mí sólo adelantó la ausencia.

",1,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,0.0,0.0,0.0,1.0,4,3.0,1.0,2.0,3.0,3.0,3.0,3.0
121,"Que fiel logre mi verso retratarte
consiénteme, inmortal Naturaleza,
tú que de la verdad y la belleza
eres madre en la ciencia y en el arte.

Por poco que el mortal de ti se aparte,
en su profundad ceguedad tropieza;
mas, nunca escarmentada su flaqueza,
no cesa en todo tiempo de dejarte.

¡Cuántos vanos errores a porfía
reinar ves en tus locas criaturas,
muertos y renacientes cada día!

Pasan ellos: tú sola eterna duras,
siempre brindando al Arte ya Sofía
de belleza y verdad las fuentes puras.

",2,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,4,2.0,1.0,2.0,2.0,1.0,1.0,1.0
122,"Febrífuga corteza, de la humana
enferma gente celestial tesoro,
por el que más que por su plata y oro
el mundo debe a la región peruana:

¡Cuántas gracias te rinde el alma ufana!
Por ti se enjuga mi encendido lloro;
tú vuelves la salud a la que adoro,
y a su semblante la nativa grana.

Por ti de nuevo blancos velos viste,
y sus divinas perfecciones muestra
a Lima, con su ausencia sola y triste;

por ti en el baile alegre con su diestra
mi diestra junto, y venturoso enlazo
dejándome llevar en leve abrazo.

",2,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,4,2.0,1.0,1.0,1.0,2.0,2.0,2.0
123,"Sé entre todos los astros tú maldito,
triste planeta, por mi airado verso:
de un linaje infeliz cuanto perverso
¡patria fatal que por desdicha habito!

Entre el número de astros infinito
que pueblan el vastísimo universo,
eres, por culpa propia y hado adverso,
el astro del dolor y del delito.

Antes que suene del querub la trompa,
el ciego choque del cometa airado
tu frágil mole estremeciendo rompa:

¡Y siga, sin tu globo, lo creado
en concertada majestad y pompa
su eterno movimiento arrebatado!

",1,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,2,1.0,2.0,1.0,3.0,3.0,4.0,4.0
124,"Virgen, ¿por qué cuando el divino infante
a la tuya su faz junta risueño,
o goza entre tus brazos blando sueño
cubre grave tristeza tu semblante?

¡Ay! que ya de tu mente está delante
de sus verdugos el airado ceño,
y ya pendiente del infame leño
le ve morir tu corazón amante.

Que es de tu claridad nube sombría
y a tus placeres todos mezcla duelo
de Simeón la triste profecía;

mas mirarle te de justo consuelo
resucitar en el tercero día,
y en gloria excelsa remontarse al cielo.

",1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,1.0,1.0,0.0,0.0,0.0,1.0,3,1.0,1.0,1.0,2.0,1.0,1.0,1.0
125,"¡Salve, gran Lope, de la tierra espanto,
de España eterno honor, oh el más fecundo
de cuantos vates vio jamás el mundo
y la Gloria endiosó en su templo santo!

Si a tu tan fácil vena, a caudal tanto,
arte correspondiera más profundo,
si par te declarara, y sin segundo
el dios augusto que preside al canto.

¡Cuántas veces tu rica fantasía
las tres jornadas animó de un drama
en el pasmoso término de un día!

Y aunque imperfectos la Razón los llama,
bástele de tu patria a la ufanía
que de ti sólo lo contó la Fama.

",2,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,4,2.0,1.0,1.0,1.0,1.0,1.0,1.0
126,"No expresa mi placer lenguaje humano:
al fin antiguo anhelo he satisfecho,
y entre mis brazos vuestro cuello estrecho,
¡oh de mi padre idolatrado hermano!

Pero de tanto júbilo a un insano
dolor pasa de súbito mi pecho;
y, en encendidas lágrimas deshecho,
pienso en mi padre, y le apellido en vano.

Pienso que, como a vos en este instante,
nunca abrazarle a su hijo dio la suerte
ni conocer su voz y su semblante;

pienso que, como vos, anciano fuerte,
aún hoy, consuelo de su prole amante,
¡burlar pudiera la terrible muerte!

",1,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,2,2.0,2.0,2.0,1.0,2.0,1.0,1.0
127,"Desgraciada Nación, tan sólo rea
de ser menor en armas y pujanza,
en cuya reconquista hoy hace alianza
la codicia famélica europea:

no el universo sucumbir te vea,
cual res cobarde, sin blandir la lanza;
y, aunque del triunfo falte la esperanza,
entra en la cruda desigual pelea.

Cae a lo menos con honor y gloria,
y en el mayor conflicto nunca olvides
que es la lucha el deber, no la victoria;

mas, si defensa la patrimonio pides,
tal vez en ti renovará la Historia
de Salamina y Maratón las lides.

",1,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0,1,1.0,0.0,1.0,1.0,0.0,1.0,2,2.0,3.0,1.0,3.0,1.0,1.0,1.0
128,"¡Cuán hondas melancólicas ideas
despiertas en el alma dolorida,
lejana estrella que, entre mil perdida,
cual ojo soñoliento pestañeas!

¿Por qué tu luz entre tan claras teas,
mis tristes ojos sin cesar convida?
¿Por qué lloro al mirarte? de mi vida
¡quizá la estrella misteriosa seas!

Si: tu sola, cual cirio de agonía,
alumbrabas la noche tenebrosa
en que este triste a padecer nacía:

¡Ay! que ya cedo al hado que me acosa:
y pronto tú, como mirada pía,
alumbrarás mi solitaria losa.

",1,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,2,2.0,1.0,1.0,1.0,3.0,2.0,2.0
129,"En su gruta la fiera, y en su nido
reposa el ave; yace el mar sin olas;
vierte el Sueño doquier sus amapolas
y de los males el sabroso olvido.

Pero, por más que asalte tu sentido,
cerrar no logra tus pupilas solas;
tú solamente su precepto violas,
dando al trabajo lo que suyo ha sido.

Mas de ti vanamente se querella;
con tan crecida prole, sin esposo,
es bien que veles sin cesar por ella;

y el insomnio prefieras al reposo
con que, viéndote aún joven y bella,
te convida opulento voluptuoso.

",1,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,1.0,1.0,0.0,0.0,1.0,0.0,3,2.0,2.0,1.0,3.0,4.0,4.0,4.0
130,"En vano esperas que la oscura nada,
que invocas como madre compasiva,
entero en el sepulcro te reciba,
cuando termines la mortal jornada.

Te alienta alma inmortal que, de la helada
carne donde reside fugitiva,
maravillada de sentirse viva,
de ignoto mundo arrostrará la entrada.

Ya su asombro y espantos imagino,
cuando, el fallo aguardando que la hiera,
se encuentre al pie del tribunal divino,

y mirando del Dios la faz severa
a quien negó su ciego desatino,
exclame estremecida: ¡Verdad era!

",1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,1.0,1.0,0.0,0.0,1.0,1.0,2,2.0,1.0,1.0,2.0,1.0,1.0,1.0
131,"Un tiempo, allá en el suelo americano,
rey te aclamó la voladora plebe,
y de los Andes la más alta nieve
atrás dejabas en tu vuelo ufano:

el espacio sin fin del aire vano
era tu imperio; mas en cárcel breve
hoy en vano tus alas alza y mueve
tu no perdido instinto soberano.

¡Cuánto, al mirarte, oh cóndor, me apiadas
preso, y en suelo, como yo, extranjero!
Mas yo pronto a las playas adoradas

de mi dulce Perú tornar espero,
y tú, blanco curioso a las miradas,
ausente morirás y prisionero.

",1,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0,1,1.0,1.0,1.0,1.0,0.0,1.0,2,2.0,3.0,1.0,3.0,2.0,1.0,2.0
132,"¿Por qué doquiera sin cesar me veo
de ti, triste recuerdo, perseguido,
en vano renovándome el deseo
de volver a gozar el bien perdido?

¡Quién las aguas me diera del Leteo
donde la paz se bebe del olvido!
¿De qué horrendo delito me hice reo
para dolor tan largo y desmedido?

Dulce felicidad desvanecida,
de mi memoria perenal castigo,
pues me diste tu eterna despedida,

y lejana esperanza ya no abrigo
de que goce aún mi triste vida,
tu recuerdo perder debí contigo.

",1,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,1,1.0,1.0,1.0,1.0,0.0,1.0,1,3.0,2.0,2.0,2.0,1.0,1.0,1.0
133,"Enmudece, fatal Filosofía,
que osas demente proclamar que cesa
con el cuerpo en el seno de la huesa
la vida del que vida le infundía.

Mas ven, y temple la congoja mía,
religión santa, tu feliz promesa
que, del sepulcro tras la noche espesa,
la luz nos muestra del eterno día.

Ven a brindarme el único consuelo
que a mi presente desventura cuadre;
alza mi mente y esperanza al cielo:

y abriendo a un hijo la inmortal morada,
muéstrale en ella a su perdida madre
en un ángel de luz transfigurada.

",1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,0,1.0,1.0,0.0,0.0,1.0,0.0,4,1.0,2.0,1.0,3.0,3.0,3.0,3.0
134,"¿Visteis, cuando el temblor con improvisa
fuerza se siente al despuntar el alba,
que, como puede cada cual se salva,
sin que a nada lugar le de la prisa?

saliendo sin zapatos y en camisa,
flacas piernas mostrando, y lucía calva,
hacen Crispín y su mujer Grijalva
que en medio del terror nazca la risa.

¡Cuánto oculto galán más que de trote
con la infamada joven sale fuera,
sin temor de que el público lo note!

Y hasta se ve salir ¡quién lo creyera!
a todo un venerable sacerdote
¡de la impura mansión de una ramera!

",3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,2,3.0,1.0,1.0,2.0,1.0,1.0,1.0
135,"Al Céfiro venciendo en ligereza
del impaciente enamorado Apolo
huye la ninfa con artero dolo
para encenderlo más con su esquiveza:

al fin alcanza el dios a la belleza,
que el Amor con sus alas socorriolo;
mas ¡ay! que al abrazarla, abraza sólo
de un árbol la durísima corteza.

Dafne es toda mujer: oh ciego amante,
que ves de Apolo la funesta suerte,
teme, teme desdicha semejante.

¡En huir la hermosura se divierte,
y al abrazarla el pecho palpitante,
en insensible tronco se convierte!

",1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,1.0,1.0,0.0,0.0,3,1.0,2.0,1.0,2.0,1.0,1.0,1.0
136,"Pláceme contemplar desde la playa
el infinito mar que me convida
a que del patrio suelo me despida
y a otras riberas venturosas vaya.

Del lejano horizonte tras la raya,
al umbral de otro mundo parecida,
tal vez más dulce placentera vida
y más felices moradores haya.

Oh naves que a la aurora, al occidente,
al sur partís y al septentrión, ¡quién fuera
con vosotras! Mas ¡ay! que solamente

me es dado vuestra rápida carrera
seguir con la mirada y con la mente:
¡Y la dicha tal vez allá me espera!

",1,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,1.0,0.0,1.0,1.0,0.0,0.0,3,2.0,1.0,1.0,1.0,1.0,1.0,1.0
137,"Y ¡partes y me dejas enemigo!
Y, por más que a tus plantas en un lago
de lágrimas ardientes me deshago,
¡ablandar tus entrañas no consigo!

¡Oh de tanta merced inicuo pago!
Aquí náufrago y prófugo y mendigo
llegaste, ingrato, y yo partí contigo
mi lecho y el imperio de Cartago.

¡Ah! pues no basta a detenerte nada,
permitan las deidades justicieras
que, al presentarse al fin a tu mirada

de esa tu ansiada Italia las riberas,
súbita tempestad hunda tu armada,
y, como yo, desesperado mueras.

¿La misma ya no soy? Y porque ardiente
negra viruela mancilló la rosa
de mi mejilla y la nevada frente,
¿ya me huyes y desdeñas por esposa?

De tu injusta mudanza te arrepiente,
no humillada me dejes y celosa;
ven; y, aunque la verdad perdí aparente,
ve que me queda aún un alma hermosa.

Mas que vivir, si fuerza era perderte,
de tu desdén objeto y de tu espanto,
¡Por qué mi horrible mal no me dio muerte!

Rogarás por mi paz al cielo santo,
y te dolieras de mi triste suerte,
y mi tumba regarás con tu llanto.

",1,4.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,1,1.0,0.0,1.0,0.0,0.0,1.0,1,3.0,4.0,1.0,3.0,1.0,1.0,2.0
138,"Llega, y con tono magistral y grave
de la palabra al punto se apodera,
y empieza a disertar sobre cualquiera
materia, porque todas se las sabe.

No habla más largo ni seguido el ave
que nuestro idioma imite vocinglera;
y aunque su voz apague la ronquera,
ni remota esperanza hay de que acabe.

Crece en tanto el fastidio, el tiempo pasa,
a despedirse empieza ya la gente,
y a tanta reunión la antes escasa

sala se desocupa, y solamente
con la infeliz señora de la casa
se queda el hablador impertinente.

",1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,4.0,1.0,3.0,1.0,1.0,1.0
139,"Ya en el postrero universal juicio
del Juez supremo a la presencia me hallo,
y aguado el justo inapelable fallo
que eterno espera a la virtud y al vicio.

Mas ¡ay! ¿adverso me será o propicio?
¿de Cristo o de Satán seré vasallo?
En duda tan cruel, temblando callo,
más digno que de premio de suplicio.

Ya las turbas del Juez ha separado,
y el rostro favorable o enemigo
al diestro vuelve y al siniestro lado:

pero yo, justo Dios ¿a quienes sigo,
cuando a la Virtud abras y al Pecado
los palacios del premio y del castigo?

",1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,1.0,1.0,0.0,0.0,1.0,1.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
140,"«Temblor» sonó; con subterráneo ruido
velocísimo llega de repente;
moverse el suelo, cual bajel, se siente,
y crujir techo y muro sacudido.

Con voladora planta sin sentido
la calle ocupa la espantada gente,
que se humilla confusa y se arrepiente
y a Dios clama en altísimo alarido.

Pasa el peligro y rápido se olvida,
al saludable espanto reemplaza
la viciosa costumbre de la vida.

Mas teme, oh Lima, teme a tu enemigo
que, si hoy sólo pasó cual amenaza,
vendrá tal vez mañana cual castigo.

",1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,1.0,1.0,0.0,0.0,0.0,1.0,1,3.0,1.0,4.0,3.0,1.0,1.0,1.0
141,"Juntó la Muerte ante su trono un día
a los ministros do su furia aciaga,
por dar la palma al que, de todos, haga
más fiero el cargo que a su saña fía.

Fue la sangrienta Guerra a la porfía,
el Terremoto que ciudades traga,
Incendio y Hambre y Peste, y cuanta plaga
sirve del mundo a la señora impía.

El premio horrendo cada cual espera,
indecisa la negra Soberana
sus méritos iguales considera;

mas viene España, y los laureles gana,
que es ella de las plagas la más fiera
y el gran azote de la estirpe humana.

",1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,2,2.0,3.0,1.0,3.0,1.0,1.0,2.0
142,"Cual del náufrago el ánimo desmaya,
que en vano mueve la mirada y mano
en medio del vastísimo océano,
lejos del puerto y de la dulce playa.

Como el que imprime el pie del Himalaya
en la más alta cima, o Ande cano,
que sólo mira en torno el aire vano,
por más que lejos con la vista vaya;

o como aquel que el cielo remontado
navega el aire en volador navío,
que mira por doquier espacio inmenso;

así todo me abismo y anonado,
sin que te alcance a comprender, Dios mío,
cuando en tu altas perfecciones pienso.

",1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,0.0,0.0,0.0,1.0,4,1.0,1.0,1.0,1.0,2.0,1.0,1.0
143,"¡Hay del que con Don Juan entra en disputa!
de aquel a quien siquiera se le escapa
la réplica menor, pues se reputa
más infalible que el romano Papa.

Cuanto dice verdad es absoluta
que a la misma Verdad la boca tapa,
aunque diga que en Francia está Calcuta
y a Paría ponga en África su mapa.

Materia en todo para eterna plática
halla, a pesar de su apariencia tísica
y de su cruel respiración asmática;

y desde rudimentos de gramática
hasta la más sublime metafísica
en todo su sentencia da, dogmática.

",1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,2,2.0,3.0,1.0,3.0,1.0,1.0,1.0
144,"Cuando contemplo el delicado velo
que a tu alma bella da digna morada,
y pienso que beldad tan extremada,
de ideal perfección tipo y modelo,

ha de sentir de la vejez el hielo,
y que la Muerte con su mano airada
ha de sumirla en espantosa nada,
de ley tan dura con horror me duelo.

Mas ¿qué diciendo está mi Musa impía?
¿Alta revelación no me asegura
que, gloriosa y más bella todavía,

la de mí tan amada vestidura
ha de resucitar el postrer día
para unirse de nuevo a tu alma pura?

",1,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,2,2.0,2.0,3.0,2.0,2.0,1.0,2.0
145,"Perdona, madre Tierra, si me inquieta
alma soberbia, en su ambición osada
menospreciando un tiempo tu morada,
y no quererte por mejor planeta!

Ya la divina voluntad respeta
que a ti la destino, viendo humillada
que no hay mansión ninguna que a su nada
más que la que hoy habita le competa.

Y no arde acaso en la celeste altura
astro ninguno que de ti diverso
sea en estar negado a la ventura:

acaso en el vastísimo universo,
donde quiera que esté la criatura,
la ley la oprime del destino adverso!

",1,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,2,2.0,3.0,2.0,3.0,4.0,4.0,4.0
147,"Ya la gloriosa cumbre del Tabor
atrás dejaron los divinos pies;
nieve la viste, un astro la faz es
que del sol avergüenza el resplandor.

Así, del alto cielo oh morador,
a la diestra del Padre arder lo ves;
y en los aires Elías y Moisés
ciñen un lado y otro del Señor.

Mientras yacen por tierra, en ademán
de asombro, de pavor y adoración,
Pedro, Santiago y el amado Juan:

¡Cuándo, oh Señor, en la celeste Sión
sin velo así mis ojos te verán,
si de verte mis ojos dignos son!

",1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,4,2.0,1.0,1.0,1.0,1.0,1.0,1.0
148,"¡Y será vana mi mortal porfía!
¡Y esta antigua tristeza roedora
jamás de tregua me dará una hora,
tras mí corriendo cual la sombra mía!

¡Ay! de la zona tórrida a la fría,
del negro ocaso a la brillante aurora,
por cuanto con su luz el sol colora,
me persigue su odiada compañía!

Fábula son las islas de Fortuna
que ser fingió el antiguo devaneo
de la Felicidad morada y cuna.

¡Dulce Felicidad! ya en ti no creo;
mas ¡ay de mí! sin esperanza alguna,
te busco eternamente y te deseo!

",1,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,1.0,2.0,2.0,1.0,1.0,1.0
149,"¿Qué digna lengua la alabanza entona
de la que, siendo madre, fue doncella?
La adora el ángel, y se mira en ella
cada divina liberal Persona.

Es diamante sin par de su corona
cada más pura rutilante estrella;
luna y sol su triunfante planta huella,
y es el arco Iris su listada zona.

Alégrate y espera, estirpe humana
que Ésta, del cielo reina poderosa,
de los nobles querubes soberana;

Esta, madre de Dios, de Dios esposa,
no ángel, nació mujer y nuestra hermana,
y en rogar por nosotros no reposa.

",3,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,4,3.0,1.0,1.0,1.0,2.0,1.0,1.0
150,"Aunque tanto Lucinda se arrebola,
muy sabe su espejo que es mulata;
y así presume, tan jetona y ñata,
ser de estire purísima española.

Cualquiera es a su lado zamba o chola,
a quien ensalza posición o plata;
a todas con desdén su orgullo, trata:
la noble, la señora es ella sola.

A todos sin cesar les cacarea
que, no sé si de un Tello, o de un Fadrique,
procede su clarísima ralea:

y aunque tanto su orgullo lo repique,
unos dicen que vino de Guinea,
y otros de la lanuda Mozambique.

",1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,2,1.0,2.0,1.0,3.0,1.0,2.0,3.0
151,"De Jesús en servicio, todo el día
pena la activa diligente Marta;
mas, absorta escuchándola, María
de sus divinos pies nunca se aparta.

Dice Marta al Señor: «¿Bien no sería
que entrambas el trabajo se reparta?»
Jesús responde: «En complacencia mía
mucho es tu afán, tu diligencia es harta:

tu respetuosa actividad me agrada;
pero cesa importuna de quejarte
de la que yace ante mis pies postrada:

Magdalena eligió la mejor parte,
la cual por nadie le será quitada,
y nada habrá que de su bien la aparte».

",1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,3,1.0,2.0,1.0,2.0,3.0,2.0,2.0
152,"«Ni a la Fortuna sus tesoros pido,
ni ya codicio el mando peligroso,
ni de la Gloria el resplandor hermoso
ni el aura vana y popular ruido.

Ni de insigne beldad, de gracias nido,
ser el feliz enamorado esposo:
sólo anhelo las playas del reposo
y el agua soñolienta del olvido».

Así dije, y eterna despedida
dar a dichas y pompas de este suelo
mi alma creyó, del desengaño herida:

mas ya sacudo de la tumba el hielo,
y ya me torna a alucinar la vida,
¡y amor, fausto y poder y gloria anhelo!

",2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,4,2.0,1.0,1.0,1.0,1.0,2.0,2.0
153,"Duélese Pigmalión, la vista fija
sin cesar en su amada efigie hermosa,
de que espíritu humano no la rija,
y a Venus que la anime pedir osa.

De una pasión tan nueva y tan prolija
dolida al fin, le concedió la Diosa
que muerte estatua, de sus manos hija,
a sus brazos descienda, viva esposa.

Así la imagen que mi mente crea,
única a quien adora el alma altiva
y que no hay perfección que no posea.

Divinidad permita compasiva
que, el ser dejando de implacable idea,
en humana mujer se encarne y viva.

",1,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,4,1.0,1.0,1.0,1.0,3.0,3.0,3.0
